4.070400e+03,8.116000e+02,4.912234e+02,3.216169e+01,        9
     1452,3.784000e+02,4.562106e+02,4.388020e+01,        9
5.456000e+02,2.876000e+02,4.329568e+02,5.845685e+01,        9
7.272000e+02,4.320000e+02,4.779212e+02,4.626146e+01,        9
7.544000e+02,3.724000e+02,4.634509e+02,8.256199e+01,        9
8.136000e+02,4.416000e+02,4.648335e+02,3.814239e+01,        9
2.419200e+03,9.292000e+02,5.088267e+02,1.327651e+01,        9
1.480800e+03,4.216000e+02,4.731978e+02,4.382785e+01,        9
6.584000e+02,2.120000e+02,4.140833e+02,1.045955e+02,        9
4.336000e+02,3.696000e+02,4.584348e+02,6.318012e+01,        9
3.328000e+02,2.908000e+02,4.247177e+02,6.148190e+01,        9
2.748000e+02,2.972000e+02,4.325990e+02,6.404024e+01,        9
3.348000e+02,3.104000e+02,4.365909e+02,6.509887e+01,        9
8.192000e+02,5.212000e+02,4.855566e+02,3.728066e+01,        9
4.744000e+02,      250,4.155292e+02,6.507719e+01,        9
6.576000e+02,4.628000e+02,4.798674e+02,4.346742e+01,        9
4.584000e+02,2.956000e+02,4.225840e+02,7.431152e+01,        9
1.708800e+03,7.620000e+02,5.036988e+02,3.637517e+01,        9
6.292000e+02,2.808000e+02,4.357171e+02,6.907315e+01,        9
6.396000e+02,5.216000e+02,4.985299e+02,2.992926e+01,        9
1.974800e+03,7.528000e+02,5.151329e+02,3.939317e+01,        9
6.380000e+02,2.440000e+02,4.128395e+02,6.215728e+01,        9
2.980000e+02,2.988000e+02,4.241696e+02,6.852679e+01,        9
3.292000e+02,3.692000e+02,4.525146e+02,4.651129e+01,        9
3.560000e+02,2.300000e+02,4.175698e+02,9.359869e+01,        9
2.996000e+02,3.808000e+02,4.476947e+02,5.630623e+01,        9
4.944000e+02,3.792000e+02,4.577700e+02,5.125030e+01,        9
1.164000e+03,6.432000e+02,5.021336e+02,2.704863e+01,        9
6.132000e+02,2.880000e+02,4.427935e+02,5.810180e+01,        9
6.760000e+02,4.956000e+02,4.811638e+02,3.605564e+01,        9
8.432000e+02,5.256000e+02,4.825239e+02,4.480908e+01,        9
4.988000e+02,2.524000e+02,4.391157e+02,8.137729e+01,        9
9.136000e+02,6.148000e+02,4.982373e+02,3.261898e+01,        9
6.552000e+02,3.624000e+02,4.528819e+02,5.233916e+01,        9
7.540000e+02,5.216000e+02,4.937258e+02,3.792300e+01,        9
8.048000e+02,4.420000e+02,4.773364e+02,3.543634e+01,        9
2.087600e+03,9.284000e+02,5.186450e+02,1.916668e+01,        9
6.412000e+02,2.136000e+02,4.101577e+02,8.976424e+01,        9
1.981200e+03,8.096000e+02,5.300786e+02,3.705184e+01,        9
7.748000e+02,4.024000e+02,4.883452e+02,4.552650e+01,        9
1.147200e+03,5.224000e+02,4.680041e+02,2.703275e+01,        9
5.380000e+02,4.036000e+02,4.692102e+02,3.471841e+01,        9
1.628400e+03,7.744000e+02,5.233479e+02,2.622965e+01,        9
2.401200e+03,9.944000e+02,5.140390e+02,7.120900e+00,        9
1.732400e+03,5.836000e+02,4.823826e+02,2.723041e+01,        9
8.128000e+02,3.992000e+02,4.578711e+02,5.158459e+01,        9
7.516000e+02,4.992000e+02,4.784567e+02,4.057077e+01,        9
1.026800e+03,5.076000e+02,4.768365e+02,4.080538e+01,        9
3.252000e+02,2.316000e+02,4.148349e+02,8.712611e+01,        9
2.696000e+02,2.684000e+02,4.380175e+02,9.847677e+01,        9
3.564000e+02,3.720000e+02,4.521165e+02,5.211114e+01,        9
1.405200e+03,6.704000e+02,5.051837e+02,1.957779e+01,        9
3.565600e+03,1.135600e+03,5.239139e+02,2.042188e+01,        9
1.506800e+03,4.624000e+02,4.674442e+02,4.051005e+01,        9
1.298800e+03,6.224000e+02,4.866721e+02,3.069359e+01,        9
5.824000e+02,3.380000e+02,4.538049e+02,5.314523e+01,        9
4.792000e+02,3.424000e+02,4.535714e+02,5.183432e+01,        9
5.472000e+02,4.324000e+02,4.787050e+02,4.646668e+01,        9
6.704000e+02,4.860000e+02,4.899496e+02,4.110268e+01,        9
2.006400e+03,9.556000e+02,5.236539e+02,1.226727e+01,        9
1.818000e+03,5.892000e+02,4.802784e+02,2.768767e+01,        9
8.900000e+02,4.772000e+02,4.841215e+02,3.764758e+01,        9
4.648000e+02,3.448000e+02,4.542147e+02,4.697585e+01,        9
2.708000e+02,2.532000e+02,4.242361e+02,7.808731e+01,        9
1.040000e+03,6.448000e+02,5.063818e+02,3.368147e+01,        9
4.860000e+02,2.652000e+02,4.408020e+02,7.999799e+01,        9
4.792000e+02,4.168000e+02,4.759128e+02,3.857151e+01,        9
4.372000e+02,3.240000e+02,4.410326e+02,5.833524e+01,        9
5.740000e+02,4.772000e+02,4.714940e+02,3.366527e+01,        9
4.248000e+02,3.092000e+02,4.398297e+02,4.590546e+01,        9
4.024400e+03,8.124000e+02,4.857597e+02,2.398580e+01,        9
1.455600e+03,3.896000e+02,4.617992e+02,4.493803e+01,        9
6.172000e+02,2.912000e+02,4.342160e+02,5.728176e+01,        9
7.036000e+02,4.500000e+02,4.818944e+02,4.553145e+01,        9
9.068000e+02,4.056000e+02,4.785628e+02,6.091050e+01,        9
7.504000e+02,4.284000e+02,4.719896e+02,4.998282e+01,        9
2.190000e+03,8.200000e+02,5.145564e+02,2.594050e+01,        9
1.343200e+03,5.356000e+02,4.880417e+02,3.421312e+01,        9
4.016000e+02,2.476000e+02,4.244652e+02,7.540740e+01,        9
2.612000e+02,2.940000e+02,4.176321e+02,6.221462e+01,        9
2.384000e+02,2.816000e+02,4.211555e+02,6.866177e+01,        9
3.460000e+02,3.096000e+02,4.395826e+02,6.576971e+01,        9
1.780000e+03,7.760000e+02,5.172769e+02,1.980039e+01,        9
1.046400e+03,4.972000e+02,4.849970e+02,4.196473e+01,        9
4.996000e+02,1.880000e+02,4.132341e+02,1.278695e+02,        9
4.420000e+02,3.764000e+02,4.527178e+02,4.597772e+01,        9
3.188000e+02,2.820000e+02,4.235649e+02,5.966677e+01,        9
8.648000e+02,5.688000e+02,4.877878e+02,2.864969e+01,        9
5.084000e+02,2.804000e+02,4.462596e+02,6.557475e+01,        9
2.652000e+03,1.082800e+03,5.325512e+02,1.395498e+01,        9
2.307600e+03,6.248000e+02,4.731013e+02,3.039064e+01,        9
5.512000e+02,1.836000e+02,4.225131e+02,1.173122e+02,        9
4.608000e+02,1.432000e+02,3.871455e+02,1.673799e+02,        9
4.424000e+02,2.408000e+02,4.465402e+02,8.532046e+01,        9
9.732000e+02,6.056000e+02,5.065113e+02,3.205231e+01,        9
2.986000e+03,1.070000e+03,5.177139e+02,1.917308e+01,        9
4.468000e+02,1.524000e+02,3.636395e+02,9.860749e+01,        9
5.950000e+03,1.047600e+03,5.169867e+02,1.252681e+01,        9
8.392000e+02,3.724000e+02,4.698370e+02,5.280136e+01,        9
9.680000e+02,6.104000e+02,5.042393e+02,3.626046e+01,        9
4.696000e+02,2.888000e+02,4.602374e+02,5.808506e+01,        9
7.728000e+02,5.036000e+02,4.912259e+02,5.744955e+01,        9
1.254800e+03,6.420000e+02,4.911101e+02,1.491908e+01,        9
5.792000e+02,3.560000e+02,4.676471e+02,4.232225e+01,        9
6.824000e+02,5.256000e+02,4.829690e+02,3.006853e+01,        9
1.369200e+03,6.800000e+02,5.030276e+02,3.751784e+01,        9
8.752000e+02,4.192000e+02,4.757913e+02,3.398313e+01,        9
3.948000e+02,3.160000e+02,4.474131e+02,5.082709e+01,        9
2.038000e+03,9.608000e+02,5.044280e+02,1.721132e+01,        9
6.908800e+03,1.276400e+03,5.298496e+02,7.794342e+00,        9
1.613200e+03,4.468000e+02,4.584001e+02,2.712826e+01,        9
9.464000e+02,5.244000e+02,4.746363e+02,2.349409e+01,        9
4.372000e+02,2.848000e+02,4.260812e+02,6.110978e+01,        9
2.432000e+02,2.836000e+02,4.228154e+02,7.169885e+01,        9
2.252000e+02,3.012000e+02,4.073675e+02,7.278402e+01,        9
2.764000e+02,3.076000e+02,4.276650e+02,5.422444e+01,        9
7.288000e+02,5.696000e+02,4.845369e+02,2.268549e+01,        9
7.840000e+02,4.480000e+02,4.558277e+02,2.699089e+01,        9
2.161200e+03,9.852000e+02,5.248195e+02,1.290262e+01,        9
4.125600e+03,1.116800e+03,5.165272e+02,1.968439e+01,        9
1.392000e+03,4.164000e+02,4.611811e+02,3.861112e+01,        9
9.924000e+02,3.020000e+02,4.486516e+02,5.320992e+01,        9
3.466400e+03,9.704000e+02,5.140157e+02,1.798768e+01,        9
1.462800e+03,5.780000e+02,4.961671e+02,2.613983e+01,        9
4.056800e+03,8.096000e+02,4.879446e+02,1.969422e+01,        9
3.668400e+03,8.232000e+02,5.087535e+02,2.773686e+01,        9
1.696800e+03,5.368000e+02,4.824689e+02,2.705478e+01,        9
7.544000e+02,3.504000e+02,4.477558e+02,5.352360e+01,        9
3.080000e+02,2.348000e+02,4.144405e+02,8.949348e+01,        9
1.193600e+03,6.128000e+02,4.895696e+02,3.840437e+01,        9
6.768000e+02,2.580000e+02,4.294128e+02,8.188881e+01,        9
8.020000e+02,5.164000e+02,4.760661e+02,4.095878e+01,        9
6.396000e+02,3.788000e+02,4.301717e+02,8.246240e+01,        9
2.684000e+02,3.120000e+02,4.354975e+02,7.130214e+01,        9
2.148000e+02,2.916000e+02,4.178938e+02,8.961797e+01,        9
2.572000e+02,2.972000e+02,4.260947e+02,7.039160e+01,        9
9.152000e+02,6.328000e+02,4.993760e+02,2.805558e+01,        9
4.564000e+02,1.992000e+02,4.192960e+02,1.050298e+02,        9
6.460000e+02,5.096000e+02,4.806964e+02,4.549835e+01,        9
7.220000e+02,3.900000e+02,4.508755e+02,4.450623e+01,        9
2.235200e+03,9.932000e+02,5.194036e+02,2.421062e+01,        9
1.445200e+03,4.744000e+02,4.776073e+02,3.443110e+01,        9
1.737600e+03,7.248000e+02,4.944957e+02,1.935740e+01,        9
9.448000e+02,4.228000e+02,4.653426e+02,3.795835e+01,        9
4.936000e+02,3.448000e+02,4.660909e+02,5.123518e+01,        9
2.563600e+03,1.043600e+03,5.231561e+02,1.163746e+01,        9
1.904800e+03,5.760000e+02,4.776217e+02,3.235250e+01,        9
5.220000e+02,3.160000e+02,4.616675e+02,5.653540e+01,        9
3.592000e+02,2.104000e+02,4.085342e+02,9.243322e+01,        9
5.172000e+02,4.568000e+02,4.603157e+02,4.930502e+01,        9
3.580000e+02,2.908000e+02,4.201188e+02,7.369105e+01,        9
4.712000e+02,4.360000e+02,4.664574e+02,3.843238e+01,        9
5.020000e+02,3.500000e+02,4.593146e+02,4.934167e+01,        9
8.824000e+02,5.688000e+02,5.011264e+02,2.001870e+01,        9
4.928000e+02,3.180000e+02,4.458355e+02,5.118958e+01,        9
2.608000e+02,2.908000e+02,4.105190e+02,6.277202e+01,        9
2.400000e+02,2.868000e+02,4.226673e+02,6.659610e+01,        9
2.028800e+03,9.900000e+02,5.191671e+02,1.841265e+01,        9
1.800000e+03,5.096000e+02,4.772704e+02,5.770493e+01,        9
2.642400e+03,1.009200e+03,5.073295e+02,1.546018e+01,        9
1.378800e+03,4.592000e+02,4.687527e+02,3.804237e+01,        9
6.448000e+02,1.788000e+02,4.250924e+02,1.164612e+02,        9
3.684000e+02,2.740000e+02,4.343287e+02,7.468026e+01,        9
4.536000e+02,3.160000e+02,4.263015e+02,7.368927e+01,        9
4.624000e+02,4.348000e+02,4.643215e+02,3.718927e+01,        9
3.616000e+02,1.912000e+02,3.808900e+02,1.245260e+02,        9
3.048000e+02,3.816000e+02,4.496984e+02,4.260901e+01,        9
8.812000e+02,5.296000e+02,4.853732e+02,3.599046e+01,        9
7.868000e+02,4.576000e+02,4.406998e+02,4.743968e+01,        9
2.832000e+02,2.640000e+02,4.113787e+02,1.053407e+02,        9
4.188000e+02,3.808000e+02,4.650216e+02,4.540899e+01,        9
4.864000e+02,4.116000e+02,4.561037e+02,4.712245e+01,        9
3.012000e+02,2.928000e+02,4.108791e+02,8.518138e+01,        9
3.756000e+02,3.644000e+02,4.607049e+02,6.348583e+01,        9
2.240800e+03,1.052800e+03,5.211938e+02,1.201590e+01,        9
2.974000e+03,7.944000e+02,4.807441e+02,3.346998e+01,        9
6.020000e+02,2.960000e+02,4.312520e+02,6.333980e+01,        9
5.176000e+02,4.112000e+02,4.623249e+02,4.258276e+01,        9
6.464000e+02,3.384000e+02,4.422297e+02,5.381535e+01,        9
5.636000e+02,4.328000e+02,4.612286e+02,4.503064e+01,        9
4.308000e+02,3.588000e+02,4.209940e+02,6.393960e+01,        9
2.012000e+02,2.940000e+02,4.069312e+02,7.229478e+01,        9
2.484000e+02,3.244000e+02,4.214336e+02,6.390113e+01,        9
2.280000e+02,3.092000e+02,4.202995e+02,6.651580e+01,        9
2.184000e+02,2.836000e+02,4.235112e+02,7.174582e+01,        9
1.797600e+03,9.716000e+02,5.285852e+02,2.211962e+01,        9
8.044000e+02,2.624000e+02,4.303613e+02,8.959692e+01,        9
8.084000e+02,3.056000e+02,4.383875e+02,9.181204e+01,        9
5.704000e+02,1.964000e+02,4.208159e+02,1.050578e+02,        9
3.008000e+02,3.068000e+02,4.003975e+02,1.812853e+02,        9
4.184000e+02,4.564000e+02,4.689058e+02,4.236664e+01,        9
3.708000e+02,3.272000e+02,4.459393e+02,5.885015e+01,        9
2.214000e+03,1.026400e+03,5.224911e+02,1.054723e+01,        9
2.310000e+03,6.480000e+02,4.818570e+02,1.632869e+01,        9
4.324000e+02,1.904000e+02,4.270703e+02,7.604562e+01,        9
4.400000e+02,1.804000e+02,4.083452e+02,9.263213e+01,        9
3.998800e+03,8.136000e+02,4.738411e+02,2.504437e+01,        9
1.294800e+03,3.256000e+02,4.329980e+02,6.749939e+01,        9
1.219200e+03,5.316000e+02,4.780708e+02,3.820674e+01,        9
6.944000e+02,3.028000e+02,4.351644e+02,6.117544e+01,        9
1.886400e+03,6.836000e+02,4.828067e+02,3.635968e+01,        9
1.516400e+03,6.276000e+02,4.902991e+02,2.703392e+01,        9
9.788000e+02,4.648000e+02,4.809420e+02,4.590794e+01,        9
1.376400e+03,6.256000e+02,4.921929e+02,3.297502e+01,        9
5.344000e+02,3.052000e+02,4.529563e+02,5.729772e+01,        9
5.176000e+02,3.136000e+02,4.497057e+02,5.551314e+01,        9
1.622000e+03,7.308000e+02,5.078507e+02,2.027158e+01,        9
1.434400e+03,5.824000e+02,4.781707e+02,3.964994e+01,        9
1.257600e+03,6.036000e+02,4.886882e+02,2.356374e+01,        9
4.720000e+02,2.968000e+02,4.584585e+02,6.430695e+01,        9
6.880000e+02,5.380000e+02,4.920170e+02,2.332592e+01,        9
1.299600e+03,6.232000e+02,4.967257e+02,1.963787e+01,        9
7.580000e+02,4.160000e+02,4.605112e+02,3.827431e+01,        9
3.156000e+02,2.388000e+02,4.212807e+02,7.272045e+01,        9
9.588000e+02,6.100000e+02,4.852565e+02,2.953307e+01,        9
9.308000e+02,5.004000e+02,4.696721e+02,3.530606e+01,        9
5.744000e+02,3.928000e+02,4.712426e+02,4.603995e+01,        9
1.994400e+03,9.804000e+02,5.148517e+02,1.197348e+01,        9
1.695600e+03,5.180000e+02,4.717826e+02,4.040729e+01,        9
7.400000e+02,3.444000e+02,4.642206e+02,5.430323e+01,        9
5.704000e+02,4.120000e+02,4.671878e+02,5.373662e+01,        9
5.392000e+02,4.484000e+02,4.733652e+02,4.138051e+01,        9
5.056000e+02,3.752000e+02,4.665128e+02,5.557968e+01,        9
5.096000e+02,4.156000e+02,4.637684e+02,4.290136e+01,        9
2.640000e+02,2.724000e+02,4.081080e+02,7.132339e+01,        9
2.812000e+02,3.236000e+02,4.248311e+02,4.895499e+01,        9
1.961200e+03,9.944000e+02,5.140910e+02,1.726941e+01,        9
1.518800e+03,5.372000e+02,4.878975e+02,1.994834e+01,        9
5.352000e+02,2.676000e+02,4.411679e+02,6.974133e+01,        9
1.942800e+03,8.236000e+02,5.109944e+02,1.061104e+01,        9
3.231200e+03,9.760000e+02,5.137049e+02,1.988580e+01,        9
7.088000e+02,3.044000e+02,4.425693e+02,6.681335e+01,        9
7.140000e+02,4.008000e+02,4.526185e+02,4.866010e+01,        9
5.784000e+02,4.844000e+02,4.804216e+02,4.194307e+01,        9
3.632000e+02,2.760000e+02,4.222387e+02,7.947393e+01,        9
2.984000e+02,3.812000e+02,4.490508e+02,4.091163e+01,        9
3.508000e+02,2.820000e+02,4.233970e+02,5.634936e+01,        9
1.688800e+03,8.616000e+02,5.137571e+02,1.947178e+01,        9
1.267600e+03,5.024000e+02,4.854142e+02,3.946662e+01,        9
1.079200e+03,6.156000e+02,4.849225e+02,2.513374e+01,        9
6.832000e+02,3.804000e+02,4.429801e+02,3.033723e+01,        9
1.157600e+03,6.216000e+02,4.773314e+02,1.745681e+01,        9
7.996000e+02,3.128000e+02,4.328767e+02,5.344399e+01,        9
5.376000e+02,4.660000e+02,4.592868e+02,4.142009e+01,        9
1.128400e+03,6.868000e+02,5.041776e+02,2.412048e+01,        9
1.886000e+03,7.664000e+02,5.031089e+02,2.027214e+01,        9
1.426800e+03,6.144000e+02,4.751013e+02,4.331643e+01,        9
3.725200e+03,1.076400e+03,5.305906e+02,1.395552e+01,        9
1.698400e+03,5.660000e+02,4.808208e+02,2.730538e+01,        9
4.844000e+02,3.240000e+02,4.461367e+02,4.644729e+01,        9
5.652000e+02,4.736000e+02,4.729190e+02,1.458374e+01,        9
2.844000e+02,2.436000e+02,4.082830e+02,6.540294e+01,        9
2.584000e+02,3.684000e+02,4.441972e+02,5.786705e+01,        9
2.556000e+02,3.036000e+02,4.269038e+02,6.133170e+01,        9
1.960000e+02,3.172000e+02,4.179376e+02,5.838178e+01,        9
2.592000e+02,3.480000e+02,4.369611e+02,5.764494e+01,        9
3.052000e+02,3.152000e+02,4.343157e+02,5.393865e+01,        9
1.964800e+03,1.030000e+03,5.091725e+02,6.523556e+00,        9
1.460800e+03,5.720000e+02,4.885661e+02,1.651688e+01,        9
3.948800e+03,8.152000e+02,4.871002e+02,1.979158e+01,        9
1.354000e+03,3.508000e+02,4.508126e+02,6.806172e+01,        9
7.348000e+02,3.788000e+02,4.606598e+02,4.914758e+01,        9
4.260000e+02,2.840000e+02,4.459750e+02,7.336656e+01,        9
7.100000e+02,4.072000e+02,4.706546e+02,4.558065e+01,        9
1.157600e+03,4.796000e+02,4.658642e+02,4.528102e+01,        9
4.932000e+02,3.120000e+02,4.414077e+02,6.707152e+01,        9
2.620000e+02,2.936000e+02,4.209991e+02,6.562048e+01,        9
3.508000e+02,3.596000e+02,4.536157e+02,5.424628e+01,        9
4.092000e+02,2.216000e+02,4.117268e+02,9.286102e+01,        9
5.808000e+02,4.508000e+02,4.607175e+02,4.456821e+01,        9
3.256000e+02,2.524000e+02,4.006824e+02,8.652951e+01,        9
1.025200e+03,6.132000e+02,4.943182e+02,3.548388e+01,        9
6.524000e+02,3.332000e+02,4.499348e+02,6.005779e+01,        9
6.116000e+02,4.796000e+02,4.966344e+02,3.492407e+01,        9
2.138000e+03,9.604000e+02,5.127946e+02,1.821058e+01,        9
2.128400e+03,6.116000e+02,4.673367e+02,3.277993e+01,        9
3.972000e+02,2.440000e+02,4.192111e+02,7.422155e+01,        9
1.338400e+03,7.004000e+02,5.027124e+02,3.079941e+01,        9
3.090800e+03,1.056800e+03,5.209609e+02,1.367842e+01,        9
3.616400e+03,9.032000e+02,5.125054e+02,2.104387e+01,        9
2.559200e+03,7.028000e+02,4.964091e+02,2.990172e+01,        9
5.003200e+03,1.107200e+03,5.071244e+02,2.112429e+01,        9
6.676000e+02,2.820000e+02,4.370669e+02,5.428853e+01,        9
4.652000e+02,3.384000e+02,4.597063e+02,5.011808e+01,        9
1.920000e+03,8.200000e+02,5.149441e+02,3.557617e+01,        9
5.188000e+02,2.344000e+02,4.060751e+02,8.689530e+01,        9
2.868000e+02,3.064000e+02,4.329043e+02,8.161653e+01,        9
3.364000e+02,2.560000e+02,4.340422e+02,7.836497e+01,        9
5.736000e+02,3.980000e+02,4.620337e+02,5.604647e+01,        9
3.208000e+02,2.580000e+02,4.107679e+02,1.026126e+02,        9
7.224000e+02,3.956000e+02,4.670393e+02,3.765489e+01,        9
1.121200e+03,6.040000e+02,4.879573e+02,2.620546e+01,        9
4.652000e+02,3.124000e+02,4.466142e+02,5.567526e+01,        9
9.916000e+02,6.100000e+02,5.026318e+02,4.041649e+01,        9
4.916000e+02,3.528000e+02,4.613083e+02,5.351049e+01,        9
2.344000e+02,2.684000e+02,4.187484e+02,7.096436e+01,        9
2.648000e+02,3.876000e+02,4.526590e+02,5.545946e+01,        9
2.512000e+02,3.032000e+02,4.280719e+02,6.194707e+01,        9
4.680000e+02,4.860000e+02,4.917259e+02,2.934674e+01,        9
3.652000e+02,2.528000e+02,4.410124e+02,6.148083e+01,        9
5.596000e+02,5.160000e+02,4.833206e+02,3.682442e+01,        9
3.976000e+02,3.052000e+02,4.292075e+02,5.749189e+01,        9
2.344000e+02,3.420000e+02,4.305055e+02,5.182236e+01,        9
2.644000e+02,3.160000e+02,4.287095e+02,4.873378e+01,        9
2.429200e+03,1.098000e+03,5.264477e+02,6.797510e+00,        9
1.708000e+03,3.140000e+02,4.753258e+02,9.646824e+01,        9
4.087600e+03,1.232000e+03,5.229335e+02,9.195870e+00,        9
6.835200e+03,1.242400e+03,5.295592e+02,1.706936e+01,        9
1.311600e+03,3.324000e+02,4.391839e+02,5.125369e+01,        9
4.496000e+02,2.972000e+02,4.455557e+02,5.410755e+01,        9
4.772000e+02,2.868000e+02,4.257260e+02,6.465370e+01,        9
4.152000e+02,2.476000e+02,4.250872e+02,7.702125e+01,        9
3.264000e+02,1.844000e+02,4.158359e+02,9.718014e+01,        9
4.712000e+02,4.348000e+02,4.534197e+02,3.426698e+01,        9
8.268000e+02,5.676000e+02,4.975954e+02,5.024506e+01,        9
